Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Portugal,PRT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Post-demographic dividend,PST,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Pre-demographic dividend,PRE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Puerto Rico,PRI,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Qatar,QAT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Romania,ROM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Russian Federation,RUS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Rwanda,RWA,53.2
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Samoa,WSM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,San Marino,SMR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sao Tome and Principe,STP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Saudi Arabia,SAU,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Senegal,SEN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Serbia,SRB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Seychelles,SYC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sierra Leone,SLE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Singapore,SGP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sint Maarten (Dutch part),SXM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Slovak Republic,SVK,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Slovenia,SVN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Small states,SST,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Solomon Islands,SLB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Somalia,SOM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,South Africa,ZAF,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,South Asia,SAS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,South Asia (IDA & IBRD),TSA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,South Sudan,SSD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Spain,ESP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sri Lanka,LKA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,St. Kitts and Nevis,KNA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,St. Lucia,LCA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,St. Martin (French part),MAF,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,St. Vincent and the Grenadines,VCT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sub-Saharan Africa,SSF,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sudan,SDN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Suriname,SUR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Swaziland,SWZ,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Sweden,SWE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Switzerland,CHE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Syrian Arab Republic,SYR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Tajikistan,TJK,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Tanzania,TZA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Thailand,THA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Timor-Leste,TMP,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Togo,TGO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Tonga,TON,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Trinidad and Tobago,TTO,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Tunisia,TUN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Turkey,TUR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Turkmenistan,TKM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Turks and Caicos Islands,TCA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Tuvalu,TUV,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Uganda,UGA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Ukraine,UKR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,United Arab Emirates,ARE,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,United Kingdom,GBR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,United States,USA,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Upper middle income,UMC,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Uruguay,URY,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Uzbekistan,UZB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Vanuatu,VUT,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Venezuela, RB",VEN,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Vietnam,VNM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Virgin Islands (U.S.),VIR,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,West Bank and Gaza,WBG,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,World,WLD,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,"Yemen, Rep.",YEM,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Zambia,ZMB,..
"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Zimbabwe,ZWE,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Afghanistan,AFG,8.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Albania,ALB,10.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Algeria,DZA,7.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,American Samoa,ASM,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Andorra,ADO,8.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Angola,AGO,4.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Antigua and Barbuda,ATG,13.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Arab World,ARB,11.8911535199061
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Argentina,ARG,6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Armenia,ARM,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Aruba,ABW,11.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Australia,AUS,5.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Austria,AUT,6.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Azerbaijan,AZE,6.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Bahamas, The",BHS,13.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bahrain,BHR,19.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bangladesh,BGD,8.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Barbados,BRB,13.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belarus,BLR,5.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belgium,BEL,5.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Belize,BLZ,16.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Benin,BEN,0.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bermuda,BMU,13.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bhutan,BTN,9.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bolivia,BOL,7.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bosnia and Herzegovina,BIH,9.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Botswana,BWA,5.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Brazil,BRA,10.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,British Virgin Islands,VGB,14.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Brunei Darussalam,BRN,13.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bulgaria,BGR,5.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Burkina Faso,BFA,2.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Burundi,BDI,2.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cabo Verde,CPV,2.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cambodia,KHM,3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cameroon,CMR,6.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Canada,CAN,7.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Caribbean small states,CSS,12.4130037416158
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cayman Islands,CYM,13.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Central African Republic,CAF,6.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Central Europe and the Baltics,CEB,6.81748609831449
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Chad,TCD,5.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Channel Islands,CHI,4.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Chile,CHL,10
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,China,CHN,9.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Colombia,COL,10
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Comoros,COM,9.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Congo, Dem. Rep.",ZAR,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Congo, Rep.",COG,6.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Costa Rica,CRI,8.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cote d'Ivoire,CIV,2.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Croatia,HRV,5.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cuba,CUB,10
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Curacao,CUW,13.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cyprus,CYP,9.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Czech Republic,CZE,7.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Denmark,DNK,7.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Djibouti,DJI,8.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Dominica,DMA,12.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Dominican Republic,DOM,8.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Early-demographic dividend,EAR,9.01493022168501
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,East Asia & Pacific,EAS,8.68527463528872
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,East Asia & Pacific (excluding high income),EAP,8.96766993031676
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,9.0242059959917
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ecuador,ECU,9.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Egypt, Arab Rep.",EGY,16.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,El Salvador,SLV,9.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Equatorial Guinea,GNQ,7.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Eritrea,ERI,3.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Estonia,EST,4.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ethiopia,ETH,3.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Euro area,EMU,6.35330317247155
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Europe & Central Asia,ECS,7.31543265955066
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Europe & Central Asia (excluding high income),ECA,8.83671772911043
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,8.56934924756534
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,European Union,EUU,6.22146364035966
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Faroe Islands,FRO,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Fiji,FJI,13.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Finland,FIN,6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Fragile and conflict affected situations,FCS,6.62995380054294
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,France,FRA,5.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,French Polynesia,PYF,19.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Gabon,GAB,7.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Gambia, The",GMB,2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Georgia,GEO,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Germany,DEU,7.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ghana,GHA,2.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Gibraltar,GIB,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Greece,GRC,5.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Greenland,GRL,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Grenada,GRD,11.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guam,GUM,18.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guatemala,GTM,11.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guinea,GIN,2.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guinea-Bissau,GNB,2.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Guyana,GUY,11.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Haiti,HTI,6.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Heavily indebted poor countries (HIPC),HPC,4.54958733080926
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,High income,HIC,8.10244494718354
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Honduras,HND,9.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Hong Kong SAR, China",HKG,8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Hungary,HUN,7.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Iceland,ISL,6.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,India,IND,9.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Indonesia,IDN,6.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Iran, Islamic Rep.",IRN,10.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Iraq,IRQ,9.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ireland,IRL,4.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Isle of Man,IMY,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Israel,ISR,7.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Italy,ITA,5.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Jamaica,JAM,11.5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Japan,JPN,5.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Jordan,JOR,11.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kazakhstan,KAZ,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kenya,KEN,2.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kiribati,KIR,18.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Korea, Dem. People’s Rep.",PRK,4.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Korea, Rep.",KOR,7.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kosovo,KSV,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kuwait,KWT,20
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Kyrgyz Republic,KGZ,6.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Lao PDR,LAO,3.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Late-demographic dividend,LTE,9.52870852185438
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Latin America & Caribbean,LCN,10.8197293946414
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Latin America & Caribbean (excluding high income),LAC,10.8549874357052
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,10.8248180041417
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Latvia,LVA,5.4
